X_val,tokens,Y_val,ccn_prediction
the world is passing away and also its lusts but the one who does the will of god lives forever ” __num__ john __num__ __link__,25,0,0
wow billdesteph walks out of my radio interview calling kathytranva 3rd trimester abortion bill disgusting ” adds we ve fought wars over this ” __link__,25,2,2
gold star mothers day falls on the last sunday in september to honor the mothers whose children paid the ultimate sacrifice to our country __link__,25,0,0
great way to spend labordayweekend out canvassing for hardworking candidates like ozzie4nevada we need him back in nvleg next session support him votefomo ad21 __link__,25,19,19
rt nantucketpolice we are seeking the publics assistance in locating __num__ yr old david glidden last seen at 9am on rugged rd nantucket htt …,25,0,0
had a great time at india association of longislands annual indiafest ” at north hempstead beach park last weekend wonderful event celebrating indian culture __link__,25,0,0
have nt had the chance to volunteer yet that s okay its never too late to get involved visit our website to signup __link__ __link__,25,0,0
marin evening rotary in san rafael is where its at big conversation on fire recovery and preparedness housing cannabis healthcare and so much more __link__,25,14,14
rt larrysabato a favorite jfk quote the hottest places in hell are reserved for those who in times of great moral crisis maintain the …,25,0,0
its official we have just sworn in with my family and friends by our side deeply humbled thank you senate district __num__ honorhardworkingtaxpayers constituentsfirst keeptexasgreat,25,0,0
great work by the oas in approving another nicaraguan resolution and creating a special working group to which the us will be part of sosnicaragua,25,18,18
please share with a senior or veteran to join us this saturday for an amazing resource event everything is free to those who attend __link__,25,12,0
amen jrcflatheadmemo rt elliehill milbank kavanaugh may have a judicial temperament that makes justice james mcreynolds and judge roy bean seem meek and mild mtpol,25,19,19
rt drgregbonnen hb __num__ our bill to require fairness integrity in lawsuit filings has just passed and should be sent to the senate to …,25,2,2
new progvoice podcast __num__ if kavanaugh did attempt rape there s an eyewitness its kavanaughs friend markjudge why does gop strenuously oppose him testifying __link__,25,19,2
nobody can argue that anticorruption reforms are nt desperately needed in albany – the assm gop will continue our calls for immediate ethics reforms __link__,25,19,19
awesome time at 1st annual gem of the highlands 5k thanks to organizers nfacharity norwood police association and all of the sponsors norwood ohio __link__,25,0,0
beautiful day in hingham to knock doors for joanmeschino hingham and hull deserve a legislative leader and joan is an incredible advocate for her district __link__,26,0,0
joined eeki elner and pastor timthrock at crossroads church in circleville proud to be w fellow christians who standwithisrael 🇺 🇸 🇮 🇱 ⛪ ️ __link__,26,18,18
rt tjbliss norway has invested __num__ m in oer they have extended an open invitation for the world to take their content and model oe …,26,6,0
no matter what they said about you you re doing better than they expected and you re stronger than you think you are gm happythursday dontlookback,26,0,0
a woman in new york working fulltime makes about __num__ cents for every __num__ a man earns this is unacceptable and we must do better equalpayday,26,2,2
today is melissas and my 5th month anniversary i am blessed with a beautiful wife who has a beautiful heart what a wonderful gift she is,26,0,0
if you live in the 9th congressional district vote repyvetteclarke polls are open until 9pm do nt know your poll site click on link __link__ __link__,26,19,19
rt jordanbpt so glad i ran into vantaylortx today in the hallway it was so nice meeting my senator thanks again for your support of …,26,0,0
great piece from npr about an lgbtq trailblazer thankful to those that paved the way and for victoryfund for helping build the rainbowwave 🌈 🌊 __link__,26,2,2
my thoughts and prayers go out to all affected by hurricane michael we will be praying for you i promise we will get through this floridastrong,26,0,0
busy week of school visits from the 49th senate district that i ve hosted at the capitol great meeting with seniors from corinth high school __link__,26,0,0
delayed subway trains standstill traffic potholes crumbling roads and bridges but none bother the governor as he flys effortlessly overhead in his taxpayer funded helicopter __link__,26,10,10
press release today i filed sb1133 along with jointauthors txchuy senatorlucio donnacampbelltx fallonfortexas senbobhall senbryanhughes to get isds out of the water park business txlege __link__,26,19,20
kristenclarkejd lawyerscomm 866ourvote womensmarch alyssamilano demawakening shaunking deray angelarye thank you thank you thank you to everyone who made that stand and filled that room __link__,26,0,2
some bridges are meant to be burned because there s certain things in your life you ca nt afford to go back to gm happytuesday dontlookback,26,0,0
my sincere thanks to our __num__ county recorders and staff for all of their hard work your efforts in ensuring every vote counts is much appreciated,26,19,19
rt charliekirk11 colin kaepernick picked the wrong week to praise fidel castro and they are playing in miami i hear there are a few cu …,26,0,0
from the man who is fighting to get democrats elected ” the same democrats that took the word god ” out of their party platform marcorubio __link__,27,0,0
thank you so much to our amazing volunteers that made today possible your hard work and passion is what s going to make the difference teamtaddeo __link__,27,0,0
rt pontifexes no olvidemos nunca esta regla de oro « todo lo que quieran que los demás hagan por ustedes háganlo ustedes por ellos » mt …,27,0,0
kavanaugh warning what goes around comes around actually mr kavanaugh this is the comes around blame mcconnell hatch lee merritt garland merritt garland merritt garland utpol __link__,27,19,19
i hope people understand these firefighting men and women are shorting their life expectancy carbon monoxidecarcinogenic smoke to protect their fellow human they deserve great respect __link__,27,0,7
there is still time to make it to the polls remember you can votes so long as you make it into line by 7pm sd19 txlege __link__,27,19,19
i ve been involved in crafting budgets for a long time what were proposing is a good budget and good for the people of new jersey speakercoughlin,27,1,1
i m gon na go out on a limb and take a guess that the astana team ai nt singin kumbaya around the dinner table this evening,27,0,0
lblessing329 state rep b k kent introduced hb __num__ to include ohio law enforcement as mandated reporters of child abuse as in the other __num__ states __link__,27,11,11
progressohio state rep bernadine k kent introduced hb __num__ to include ohio law enforcement as mandated reporters of child abuse as in the other __num__ states __link__,27,11,11
happeningnow were at the office of dianaayalanyc for bronx offsite constituent hours from 930am1230pm join us as we work together to provide assistance to the community __link__,27,0,0
we want to hear from you join us for our congestion pricing forum on tuesday november 27th rsvp at the link below congestionpricing mta transit __link__ __link__,27,10,10
rt flippableorg if you re going to be in the miami area this saturday come join us for a day of action to elect annettetaddeo https …,27,19,19
brucenv i guess you did nt follow the __year__ session moving forward nve is looking at community solar projects for low income should be on line __year__,27,8,8
rt katherineclark thrilled that i will be speaking as part of the democratic women of the house at dncinphl about our work to make a st …,27,19,19
senmulroe i did nt realize that __year__ year olds were kids i do nt believe that but if so we should change the age of majority instead,27,0,3
an incredible organization with __num__ young men and women on college scholarships ty allyce ftbnl pgammo for your leadership compassion givingback makingadifference one person at a time __link__,28,6,6
teamnily is proud to welcome ccip interns every summer as they learn more about american culture and local politics read about the cross cultural internship program here __link__,28,0,0
at commisson for stewardship of public lands agenda item no __num__ proposed federal legislation for wasatch canyons room is packed and overflow in room __num__ utpol saveourcanyons protectwatershed,28,20,20
reminder metrolosangeles and bikemetro will be offering free rides today to help people reach the polls find your polling place here __link__ official voter information guide __link__ __link__,28,19,19
all set for the family fun festival visit my table at hedgepeth williams middle school in trenton from __num__ am __num__ pm for free childrens books njfamilyfestival __link__,28,0,0
our old orange tree is a trooper its pumping out two crops this year one now a whole slew of citrus is in the works for this winter __link__,29,0,0
this wellintentioned bill could kill someone arbitrary speed limits do nt improve safety they make roadways more dangerous ⁦jeffdeminski⁩ oscanlon warns of dangerous arbitrary speed limit bill __link__ __link__,29,10,10
what makes a great night in the __num__ sitting with my favorite governor flgovscott at the hillsborough rec dinner and the tblightning up __num__ in game __num__ gobolts __link__,29,0,0
our latest public safety endorsement the arizona police association representing nearly __num__ law enforcement officers across arizona proud of our broad support from the public safety community ld18 __link__,29,0,11
thrilled to see our community gather bright early at the run the river for the ridge annual 5k in support of ad60s __year__ nonprofit of the year peppermint1959 __link__,29,0,0
save the date mobile office hours at the woodhaven residents block association on wednesday february 13th at __num__ pm stop by and share your community concerns with me woodhavennyc,29,0,0
honored and humbled to have been named masenate majority whip by president karenspilka i am looking forward to working with my colleagues in this coming legislative session mapoli __link__,29,0,19
awgrosvenor were getting that resolved right away my apologies i sincerely ask that you base your vote on our records and not merely on an honest inadvertent advertising mistake,29,19,19
do nt forget our emergency blood drive is today in nanuet you can walkin and give blood at the nanuet library at __num__ church st until __num__ pm __link__,29,0,0
republicans in washington should be ashamed of their attacks on dr fords credibility her testimony this morning has been honest and heartbreaking realdonaldtrump should pull kavanaughs nomination immediately kavanaughhearings,29,2,19
in a few words meghanmccain spoke truth to power the america of john mccain has no need to be made great again because america was always great __link__ __link__,29,0,0
i was very happy to attend the orleans county chamber of commerce legislative luncheon and i enjoyed discussing the issues of nys with businesses local leaders and my colleagues,29,14,14
proud to be marching in the veterans day parade with the mental health association of central fl mhacf thanks to all our veterans for your service 🇺 🇸 __link__,29,0,3
in keeping with a tradition started by president gardiner i was honored to have my fatherinlaw rev sterling forrester pray with our family and staff before todays organization session __link__,30,0,0
today in assembly judiciary __num__ am a work session and two bills that involve the 4th amendment ab189 body cavity searches and ab200 searching cell phones nvleg watch here __link__,30,19,19
the governor is open to raising taxes to solve the states fiscal crisis but simply raising taxes is nt the answer read about my vision forward for nj path2progressnj __link__,30,1,1
this tragedy highlights a very real fear that many people have when they commute we need full ada compliance in our mass transit system starting with the mosholuparkwayelevator __link__ __link__,30,10,10
thank you billdesteph delegatefowler barryknight81 dominicmelito jasonmiyaresva for taking time to meet with us today and for keeping public education as a priority vaprincipals thevaesp vbcpsed congercasey dcolucci1 vbschools __link__,30,6,6
happy to report that my reelection campaign has been endorsed by the illinois retired teachers association political action committee i stand strongly on the side of seniors retirees and teachers,30,19,19
big day for ⁦cocacolaswb⁩ as they break ground for new bottling plant in greenspoint great to see continued investment in our community from such a large employer txlege sd6 __link__,30,1,5
great meeting with many social workers around southeast ohio including the ohio university student social work association sswa thanks for the great conversation and for all you do fighting4southeastohio __link__,30,12,12
genesis is an amazing volunteer who understands that we need a new generation of bold progressive leaders in washington were so lucky to have her on teamjuana ma3 mapoli __link__,30,0,0
ttusystem day at the capitol students and roscoe d ram from angelostate and then ttumaskedrider and tturaiderred stopped by the office thank you for coming by texastech wreckem txlege __link__,30,0,0
a senior health and resources fair is coming to the cityofcorona on __num__ at the corona senior center important information shared along with free health screenings healthcare iehphealthcare rivcodpss alzassociation __link__,31,3,3
the cityofdallas city secretary has confirmed that our signatures are valid and that my name will appear on the may __num__ ballot for mayor of dallas join team johnsonfordallas today __link__,31,19,19
i am working hard to make albany more efficient effective and accountable learn more about my efforts to bring real reform to our state government in the short video below __link__,31,19,19
rt netw3rk gon na be wild when at the peak of his set timberlake dumps a bottle of elk urine on himself and climbs a tree with a bow and …,31,0,0
monday is the first day of early voting and its educator voting day too reward your teachers and staff who show their i voted ” sticker vote weleadtx tepsa txed __link__,31,19,6
dj schanz says the __num__ years he has worked to get medical cannabis legal in ut have introduced him to wonderful utahns who are not criminals but are patients utpol medicalcannabis,31,3,3
my oped in the washingtonpost calls upon every person to fulfill their civic duty this electionday we can not wait for someone to save us we must do it ourselves __link__,31,19,2
do not sleep on woke axl proud to see him speaking up appetite was the soundtrack for high school and now axlrose is bringing the novemberrain on the white house __link__,31,0,0
njpd2015 billspadea jenbecknj sounds like you ve done your homework here ca nt wait for your list of __num__ to __num__ billion in cuts or tax increases please send on asap,31,1,1
today we celebrate juneteenth by recognizing and remembering the many heroes who fought for freedom like the ma 54th regiment lets continue their legacies by working towards equality and justice __link__,31,19,2
all students must have access to a quality education regardless of race religion or immigration status excited that this week the newyork state legislature will pass the nydreamact educationforfuture heretostay __link__,31,6,6
with bostonpride behind us its time to channel that energy into defending transgender rights in massachusetts join us june __num__ at __num__ pm at __num__ eliot st in jamaicaplain mapoli __link__,31,2,2
more transfer students were offered uc admissions because of increased targetsin our cabudget additionally uc on target to add __num__ more ca freshman by __num__ because of more ca funding __link__,31,1,6
our nysam conference remains committed to working on behalf of directcare workers and individuals with disabilities – proud of successful efforts last year to increase funding for passionate hardworking directcare staff __link__,32,12,5
proud to have kids teeth pediatric dentistry right here in hd124 dr zeeshan moorani has been named the rising star of the health care heroes by the sabizjournal congratulations dr moorani __link__,32,0,3
__num__ m stem jobs available with just only __num__ m college graduates this year we also need many more technology trained workers youth must prepare for their future kvnu utahsenate hjnews utpol,32,6,6
denton county voters carrollton public library at hebron josey was given twice as many voting machines as they had yesterday come out and vote if you have nt done so yet txlege,32,19,19
rt valaafshar my proceeds from paypal were __num__ m i put __num__ m in spacex __num__ m in tesla and __num__ m in solar city i had to borrow money for …,32,0,0
so proud of the work nj is doing for cleaner water and safer communities thank you asw nancypinkin asm johnfmckeon d17senator and sen kipbateman for all of your work on this __link__,32,7,7
had a great time in delano for the kickoff of national book tour of journeyforjustice about the life of larryitlong there is always much to learn from history valleystrong ad32 delanomanongs __link__,32,0,0
i do nt know how many times or ways votenoon127 can be spelled or explained horrible idea california billionaires wasting their money in arizona who would endorse this proposition notme votenoon127 __link__,32,8,19
utah fiscal conservatives are not they are drunken sailors out on a binge __num__ trillion dollar spree with your childrens money because they can not pass anything else utpol fakeresponsible voteutahdems __link__,32,1,1
ohiohealth themtoo call to action ” contact mayor ginther kcpaulcolumbusgov remove jacobs gardner while under investigation for sending child sexual abuse complaints to junk mail for __num__ yrs __link__ nt __link__ __link__ __link__,33,19,19
today our community is in shock we lost our beautiful angel kennedie ryan hug your kids and pray for the ryan family that god brings them comfort in their sorrow mm flyhighkennedie __link__,33,0,0
nwstallahassee just issued their first ever extreme wind warning below for bay gulf and franklin counties very serious conditions now for those areas please pray for all who are in harms way __link__,33,0,8
still in need of school supplies 📓 📚 🖍 join us on sunday at benabbotttxs back to school fair at __year__ pendleton dr garland tx __num__ garland hd107 message us to volunteer __link__,33,0,6
10tvphotog themtoo call to action ” contact mayor ginther kcpaulcolumbusgov remove jacobs gardner while under investigation for sending child sexual abuse complaints to junk mail for __num__ yrs __link__ nt __link__ __link__ __link__,33,19,19
happy bday to my brother bobby greatnephew alec love y all nice sombreros my mom enjoyed being with all __num__ of her kids of course we were all silly with each other __link__,33,0,0
nationalnightout 8th stop celebrating with co captain angel figueroa the officers of nypd1pct community council president anthony notaro and the many community leaders and downtown residents who turned out at pier __num__ __link__,33,0,0
i hope the students faculty and staff of both northside isd and southwest isd had a happy first day of school heres to a fantastic new year 📚 ✏ ️ 📓 hd124 teamina,33,0,0
see how teamossining came together to raise awareness to organ donation and sign up organ donors on organdonorenrollmentday if you did nt sign up find out how liveonny sandygalef danalevenberg citizenmama catherineborgi1 __link__,33,0,3
ponchonevarez yep great big group of young people marching from hustontillotson campus to vote it was inspiring fun plus i proved i still know how to jump in front of a parade 😳,33,19,0
happy to welcome my obgyn who delivered my son gregory dr joseph salinas and to join repthierry146 in recognizing the womans hospital of texas and hca healthcare at the texas capitol txlege __link__,33,0,3
chesterfield county held a touching and patriotic tribute to our vets today marks the __num__ year anniversary of the end of wwi please thank our vets for their service this veterans day __link__,33,19,15
devastated to hear that az newborn was found dead yesterday in a restroom under uts newborn safe haven law infants can be anonymously left at any hospital az also has similar law __link__,33,19,3
why would a third grader be asked to show mastery using reading passages that are on a fifth grade reading level do nt our legislators want to know if this is truesenbryanhughes __link__,33,6,6
cagoldberglaw congratulations and a huge thank you for all your work to raise awareness of and to fight revenge porn passage of this bill is a great kick off to womens history month,33,2,2
beautiful night for the first football home game for shrewsbury football on the new turf field great turn out for the 2nd annual colonial way too love the school spirit colonialsad shscolonials __link__,33,0,0
tornado warning for parts of essex county until __num__ am those in tornado warning area should take shelter in basement or inside roomhall on lowest floor away from windows outside walls alert __link__,33,0,0
the fourmonth long investigation found us immigration law violations foreign country human trafficking indicators ” so many things to be proud of in our state this is not one of them wedeservebetter __link__,33,9,9
american values in action deporting the guy that s working and supporting his family because of something his parents did __num__ years ago now the government you gets to support his family __link__,33,9,9
just a reminder early ballots are going out today try not to vote for candidates who are comfortable with anarchists if at all possible okay that d be great thanks azsen anarchistsarewelcomeatsinemasparty __link__,33,19,19
distributing food to the homeless and distributing winter coats before the snowstorm and freezing weather this weekend with muslim community patrol and ty to the sunsetpark muslim community center sunsetparkpatch kingscountypols nypd72pct ny1 __link__,34,0,0
team hertzberg is out in force at the __year__ granada hills street faire today taking place on chatsworth street come by and visit us and check out all the wonderful booths and vendors __link__,34,0,0
where do i stand on issues like sustainable education funding redfored investined teacherraises check out my education at all levels page videos on my website thanks for endorsement a rating arizonaea palfaflcio indivisiblesaz __link__,34,6,6
today is the last day of early voting avoid the crowds on election day and head to the polls to cast your vote find a convenient early voting polling location here __link__ txlege __link__,34,19,19
in masen debate on senbrucetarr amendment __num__ to joint rules requiring that all independent audits of financial accounts be posted on the general court maleg website i voted yes passes __num__ on rollcall transparency transparencymatters,35,19,19
franklarose themtoo call to action ” contact mayor ginther kcpaulcolumbusgov remove chief jacobs and mark gardner while under investigation for sending sexual abuse complaints of children to junk mail for three years __link__ __link__ __link__,35,0,19
today we adopted senate resolution __num__ which declares may __num__ __year__ alpha phi alpha day in illinois its with pride that i welcome my brothers from alpha phi alpha fraternity inc to the capitol __link__,35,19,19
loved joining civic days fitchburgs independence day celebration on tuesday beautiful evening to see supporters and meet new faces as always thank you to the fitchburg fire dept for continued great support mapoli ma3 __link__,35,0,0
busy day at the capitol for the inauguration of gregabbotttx and danpatrick i m looking forward to working with them repdennisbonnen to achieve great things for all texans anything is possible in texas txlege __link__,35,0,0
hopeful for future of mendezmiddlesch despite efforts to equalize pub ed mendez faces many challenges austinvoices ciscentraltx are both valuable community partners wo major txlege support community must step up austinisd eddiefortexas ginaforaustin celiaisrael __link__,35,6,6
i remember a certain law professor testifying that vouchers benefit only the rich clearly not the case this is a good read for anyone who wants to see how opportunity scholarships overwhelmingly benefit underserved populations __link__,36,6,6
the pleasant street neighborhood network center is earmarked to receive 50k which provides great services and opportunities in worcester the dismas house which provides communitybased reentry services for formerly incarcerated people is earmarked for 100k mapoli,36,11,19
today is the grand reopening of the mclean community center after it was renovated and expanded congratulations and thanks to residents of greater mclean for funding creating and improving a home of their own mcleanvacenter __link__,36,0,0
happy 53rd anniversary of the votingrightsact the right to vote is one most sacred tenets of our democracy we must always honor the struggles of those who have fought to preserve expand that precious freedom __link__,36,19,2
i have been sick in bed the past few days but every once in a while i have the energy to read this is my current read this book is about wisdom and its opposite __link__,36,0,19
profjkaiyer miyashay i m torn man but the discount on the miata is just so massive __year__ models are coming with a new engine if the honda had half that discount it would be really close,36,0,0
its time to getcovered you can now signup for __year__ health insurance through coveredca do nt wait make sure your family has the coverage it needs financial help may be available learn more at __link__ __link__,36,3,3
not only in budget terms but in lost productivity a new study found that our states economy is losing billions every year because addiction keeps about __num__ people out of the workforce each year __link__ __link__,36,1,1
wishing all candidates the best today be proud of your efforts finally the only poll that really matters will be released tonight to all voters show your support to these candidates by voting today gotv election2018,36,19,19
i was not surprised to learn this morning that the source of plastic marine debris by metric tons skakes out like this usa __num__ china __num__ vietnam __num__ phil __num__ and indonesia __num__ wastemanagement key __link__,36,7,7
great news floridas unemployment rate dropped to __num__ percent the lowest since february __year__ in the tampa bay area __num__ new privatesector jobs were added tampas unemployment rate was a low __num__ percent in september __link__,36,1,1
this storm has created dangerous conditions across western new york over the past __num__ hours please take this travel ban seriously and stay off the roads until the storm is over and the ban is lifted __link__,37,0,0
the national corn growers association indicates prices have dropped by __num__ cents a bushel under the plan to bailout farmers hurt by tariffs corn growers will receive payments at a rate of a penny per bushel __link__,37,4,4
green new deal for ny senate bill s2878a by sanders jsandersnyc and same as a5334 by ortiz felixwortiz calls for __num__ clean renewable windwatersolar by __year__ event on monday feb __num__ at __num__ am state capitol __link__,37,8,8
dr martin luther king jr once said lifes most persistent and urgent question is what are you doing for others ” its a question we should ask ourselves each and every day mlk90 mlkday2019 mlkday martinlutherkingjrday __link__,37,0,0
barn fires can be devastating to farmers animals and communities but there are important prevention measures that you can take to limit your farms risk of deadly fire some of these measures include making sure you __link__,37,0,4
this story told by melodygutierrez is a heartbreaking example of how the rape kit backlog harms real people in our communities this is unacceptable why senatorleyva and i are working on legislation to address the backlog __link__,37,11,11
remember early voting begins tomorrow times in harris county vary on different days so be sure to check __link__ for times and polling locations near you please make sure to vote texas future depends on you __link__,37,19,19
happy new year y all the last few months of __year__ were pretty tough around here but the people are pretty tough around here too were ready to rebound from harvey and have a great __year__ __link__,37,14,14
lack of access to high speed internet is a barrier to businesses and job growth in some parts of ohio and that s wrong thanks jackbellaire for fighting to bring fast reliable internet to all ohioans __link__,37,16,16
utah people tempted to throw into the exciting beto __num__ million dollar race in texas or to helping the camilla harris pac please consider helping utah candidates __num__ means a lot in these races do it utpol,37,19,19
the great lesbian filmmaker and visual artist barbara hammer i would be so grateful to be able to manage my own death by choosing the time and the person i d like to have with me __link__,37,0,0
excited to spend time with volunteers supporters and pelandaforohio at the dewinehustedoh headquarters for the ohgovdebate we ve got a great candidate in mikedewine who will continue focus on building an ohio where all families can prosper __link__,38,0,19
proud to stand with utoledo president dr sharon gaber chancellor carey and other northwest ohio college and university presidents as they work to continue to provide quality education for all students in ohio through their regional compact __link__,38,6,6
keeping education to the forefront of our agenda i had an awesome time visiting megar evers preparatory high school i was extremely impressed by the questions and discussions with the student body schooldistrict17 crownheights prospectleffertsgardens eastflatbush 43rdad __link__,38,6,6
thrilled to have the chance to personally deliver nutritious meals to seniors in need last week through the mealsonwheels program in woburn minuteman senior services is searching for volunteers to apply call __num__ or email volunteerminutemanseniororg 4thmiddlesex __link__,38,12,12
txlege senate transportation committee hearing happening now txdot manages thousands and thousands of miles of road tracks 13k projects and tries to keep safety in mind at all times next up txdmv and txdps watch here __link__ __link__,38,10,10
we will be walking in two upcoming parades fairview park summerfest parade westlake 4th of july parade please join us below is the information we look forward to seeing you there ohrgopcaucus ohiohousegop cuyahogagop lakegopohio ohiogop __link__ __link__,38,0,0
receiving the cadem endorsement was the honor of a lifetime from __num__ minimum wage to __num__ clean energy no party in this nation has accomplished more than we have together well propel ca into the future casen __link__,38,5,5
the consolidation of the glen ellyn mosquito abatement district is now possible due to sb2543 a bill i sponsored and saw passed into law this year this will help save money for taxpayers while still providing important services __link__,39,0,14
happy 4th of july last night debbie and i helped celebrate the united states 242nd birthday at the raritanyc in perth amboy i appreciated the opportunity to chat with tommy g on the tommygshow as the festivities began __link__,39,0,0
my upcoming october office hours are listed below and also posted on my website __link__ as always if you re not able to make these times feel free to call my office to arrange another time to meet __link__,39,0,0
our deepest sympathies to tulare officer garcia and his family for the loss of his partner k9 officer bane last month bane was a true hero 💙 we are grateful today and every day for all law enforcement __link__,39,11,11
i am very proud to be part of the group of legislators who voted __num__ for the stronger together advocates network i m committed to continue supporting families there s much more work to do strongerca roarquette cawomenscaucus __link__,39,0,0
my rule for thumb for canvassing in the heat __num__ degrees and under i knock on doors over __num__ and i stay indoors since todays high was __num__ that means its time to go knock lets do it ld18,39,19,19
i had a wonderful time reading to the children at storytime today and sharing my fire safety coloring books for all in attendance thank you to sanjoselibrarys berryessa branch library for always welcoming me and my office ad25 __link__,39,0,0
hard to believe our little girl is __num__ now happy birthday to our sweet girl sofia we were truly blessed when god gave her to us its a pity she s never allowed to date like ever mm __link__,39,0,0
assembly democrats have __num__ bills aimed at reducing gunviolence in ca mine expands the list of people who can ask a court for a gun violence restraining order school workers should be included enoughisenough watch my announcement here __link__,39,21,11
vingopal fantastic sendem leader equine industry important to nj but how do we balance against need __num__ more school funding make college more affordable provide property tax relief etc still undecided on this proposal look forward to learning more,39,1,1
tejano jams milbyhighsch hispanic alumni dance in the east end great to see many friends fellow buffs robertgallegosi evaloredo on hand too very nice tribute to my friend the late sen mario gallegos also buff class ‘ __num__ __link__,39,0,0
forcing a bill w no assurance of measures re affordabilitydisplacement wo nt reverse history of classistracist planning housing segregation way to get there is by listening supporting those most affected by history by todays policies still exacerbating inequality __link__,39,13,13
want to help out its gotv weekend and were knocking on doors and making calls all around ma3 to get our supporters to the polls sign up for a shift to help see our mission through at __link__ mapoli __link__,40,19,19
washpoabc poll shows support for border wall soaring among swing voters meanwhile democrats hanging out on puerto rico beaches staying in __num__ a night rooms during the govt shutdown get back to the negotiating table do your job buildthewall __link__,40,9,9
utahns on senator al frankins resignation orrin hatch serving in the senate is a privilege and here we hold our members to the highest ethical standards mia love sexual harassment and inappropriate and unwanted sexual behavior is unacceptable period utpol,40,2,2
stephparra08 investinedaz i did join you as an incumbent and a candidate for the az house of representatives i am committed to improving our public schools and providing the funding and accountability necessary to do it well investined redfored __link__,40,19,19
today is my little sister almas birthday she s the kind of woman we need in the state house will you help us make history by becoming the first brother and sister duo at the capitol donate at __link__ __link__,40,19,0
my office joined cm sylviaarenas asm ashkalra cgisfo and fogsv at the annual indian independence day flag raising ceremony at san jose city hall to mark 71st indiaindependenceday and thank the indianamerican community for their valuable contributions to this nation __link__,41,0,0
a record turnout at farm city barbque this year held in immokalee a cherished tradition and a way for the farming and business communities to break bread and share steak hot off the grill each year the day before thanksgiving __link__,41,0,0
on this day in __num__ the delegates to the constitutional convention signed the united states constitution into law please take a moment today to remember those patriots and the incredible gift of freedom they gave to us txlege tcot constitutionweek __link__,41,0,0
🚨 midbay bridge state road __num__ in okaloosa county late evening wednesday jan __num__ 🚨 once open traffic will be limited to twoaxle vehicles including cars trucks suvs school buses and limited ems and first responder equipment only 📍 district2 __link__,41,0,0
our transit is in crisis our roads are congested our environment needs protecting read my oped on how a congestion pricing plan along w other policy nudges can make our transit better our streets safer our air more breathable streetsblognyc __link__,41,10,10
thank you dr kumar under an administration that promotes different treatment based on race religion status and others i will continue to speak out for my constituents no matter what our differences are what makes us great peralta4queens reasons4peralta clergy4peralta __link__,41,2,2
to the unsung heroes educating the kids of our future happy world teachers day if you are reading this thank a teacher if you re reading this and you re a teacher thank you 📚 ✏ ️ 🍎 education teachersday __link__,41,6,6
for a child will be born for us a son will be given to us and the government will be on his shoulders he will be named wonderful counselor mighty god eternal father prince of peace ” isaiah __num__ hcsb __link__ __link__,42,0,0
today i met with lorenzo gunny ” harmon iii director of norcocolleges veteran resource center to discuss how we can work together to better serve our student veterans looking forward to what we can accomplish on behalf of our veterans ad60 __link__,42,15,15
over the past few months the ohio house has started researching blockchain technology in an effort to understand it and the associated economic impact moving into the future please read my guest column to learn more about this exciting development __link__ __link__,42,16,16
as wcia3 put it state attorneys general set the priorities of their office select when and where to pick legal battles and how aggressively to argue … interpretations of the law and constitution … perhaps even before the supreme court ” __num__,42,19,19
a wonderful group of teachers with texascta stopped by today to discuss what they d like to see the public education committee address this upcoming session i m grateful that they took the time to come make their voices heard txed __link__,42,0,6
nyccomptroller stringer said 32b city schools bureaucracy needs to get a handle on millions in travel spending doe failure to follow its own policy and keep close track of spending shows a disregard for taxpayers and ends up costing our students __link__,42,2,6
may is older americans month which serves as a time to raise awareness for our senior citizens and the aging experience the theme of this years older americans month is engage at every age ” which is an excellent reminder that __link__,42,12,12
tell us again gov herbert bishop stewart mia how all you want to do is protect the land right let history note let your greatgrandchildren understand that this __year__ selloff of sacred public land was maneuvered by utah public officials utpol __link__,42,20,20
we must continue to fight against inequality in the healthcare system healthcare is a right not a privilege thank you assemblywoman carmen arroyo for holding this press conference today bringing these issues to the forefront to help our communities familiesfirst nys nyc __link__,43,3,3
i want to congratulate once again the brooklyn hospital foundation and the entire brooklyn hospital family on another successful annual gala dinner to all of the honorees board members and staff continue the great work you continue to make brooklyn proud thisisthe57th __link__,43,0,0
the problems we have with funding education are linked to groups who funnel dirty money into our elections we need to get this on the ballot join us this saturday to collect signatures at urbanbeans along with investinedaz petitions rsvp here __link__ __link__,43,6,19
__num__ session days including today senate dems propose __num__ increase in prisoner minimum wage felons on juries ending cash bail and discovery changes to help accused criminalsno bills to create a single job and succeeded in killing 25k jobsthats a historic record alright,43,11,11
there is no legitimate reason to detain asylum seekers with their children an ankle bracelet would do the job at a fraction of the cost its only happening for __num__ reasons to appease antiimmigrant gop base to enable profiteering by private prisons __link__,43,9,9
our satellite office will be closed on august __num__ if you wish to visit us in sunsetpark please go to the sunset park bklynlibrary on 43rd 4th where we will hold participatorybudgeting vote we will not be at sunsetparkbid during our regular wednesday hours,44,0,0
great __num__ be in a room last night supporting two smart thoughtful progressive candidates that will deliver the progressive agenda we so desperately need in albany proud to support biaggi4ny jessicaramos ty nyccomptroller __num__ hosting yuhline __num__ letting us hang in ur district __link__,44,19,19
congratulations to carneys point native johngaudreau03 on all you ve done in your hockey career so far – and most importantly – your perseverance as well as your work with the youth in your community watch this great feature from the nhlnetwork below __link__,44,0,0
